Accident_ID,Area,Date,Time,Vehicle_Type,Driver_Age,Cause,Injuries,Deaths,Weather
1025,   Anna Nagar,,10:43, truck,15.0,signal jump,-1,1,RAINY
1048,Guindy,2022-11-17 00:00:00,21:56,Car,15.0,Over Speed,3,3,clear
1017,   Anna Nagar,2023-02-06 00:00:00,, truck,15.0,,-1,0,
1032,,2022-07-16 00:00:00,,bus ,22.0,signal jump,0,-1,RAINY
1081,,2022-03-23 00:00:00,19:70, truck,17.0,Over Speed,2,3,Rainy
1080,,2023-12-19 00:00:00,20:44,,15.0,overspeed,-1,0,Cloudy
1041,Anna Nagar,2024-02-29 00:00:00,22:50,,45.0,overspeed,3,1,Clear
1090,Tambaram,,19:35,,60.0,Distracted Driving,4,1,RAINY
1012,Velachery,2022-03-31 00:00:00,2:36,Truck,22.0,,2,-1,RAINY
1030,guindy,2023-09-25 00:00:00,9:9, truck,30.0,Wrong Turn,-1,1,
1081,guindy,2023-08-31 00:00:00,16:17,,15.0,Drunk Driving,0,0,clear
1017,   Anna Nagar,2022-06-23 00:00:00,25:4,AUTO,,Drunk Driving,1,-1,Clear
1016,VELACHERY,2022-02-23 00:00:00,12:39,AUTO,30.0,overspeed,3,0,Rainy
1000,VELACHERY,2023-01-05 00:00:00,14:70,Car,45.0,Distracted Driving,1,2,
1031,,2022-08-06 00:00:00,,,45.0,,4,1,
1073,VELACHERY,2023-04-03 00:00:00,,Bus,,Wrong Turn,2,-1,
1064,Adyar,2023-01-21 00:00:00,3:48,Bike,120.0,,5,0,Cloudy
1038,Tambaram,2022-12-22 00:00:00,13:32,Bike,15.0,overspeed,3,-1,Clear
1022,Porur,2022-11-25 00:00:00,6:50,Truck,17.0,overspeed,5,3,RAINY
1096,t nagar,2022-01-04 00:00:00,24:22,bike,60.0,Wrong Turn,-1,-1,Clear
1066,Anna Nagar,,11:26,,120.0,Signal Jump,0,2,Clear
1067,Velachery,2023-05-31 00:00:00,0:57, truck,17.0,Drunk Driving,4,1,clear
1062,Perungudi,,12:61,Auto,45.0,,4,3,clear
1095,   Anna Nagar,2023-08-05 00:00:00,,AUTO,17.0,Wrong Turn,2,-1,
1099,OMR,22-08-2023,19:59, truck,30.0,,2,3,clear
1027,,,8:18, truck,17.0,Over Speed,5,-1,clear
1082,guindy,2023-08-16 00:00:00,1:38,,30.0,,0,2,
1062,Perungudi,2022-09-14 00:00:00,2:31,AUTO,60.0,Over Speed,2,-1,RAINY
1077,T Nagar,,24:46,Bus,,Distracted Driving,2,1,clear
1048,Anna Nagar,2023-10-30 00:00:00,,bike,60.0,,3,0,clear
1093,t nagar,2022-02-17 00:00:00,,,30.0,overspeed,3,1,clear
1075,OMR,,22:23,Bus,22.0,Distracted Driving,3,0,clear
1086,Tambaram,2022-05-11 00:00:00,21:38, truck,15.0,,3,1,Cloudy
1037,VELACHERY,2023-05-29 00:00:00,15:42,bus ,60.0,Over Speed,4,0,Rainy
1011,guindy,2022-05-25 00:00:00,,Auto,45.0,Distracted Driving,1,3,Rainy
1021,Perungudi,2022-06-29 00:00:00,,,30.0,,3,-1,RAINY
1033,t nagar,2022-04-18 00:00:00,5:49,Truck,15.0,,0,3,Rainy
1095,,2024-03-24 00:00:00,24:34,Bus,22.0,Distracted Driving,3,1,
1043,Tambaram,2023-04-10 00:00:00,4:19,Bike,30.0,overspeed,0,1,clear
1088,t nagar,2022-04-14 00:00:00,24:19,bus ,60.0,Signal Jump,5,0,Cloudy
1096,guindy,2023-07-10 00:00:00,8:11,Bike,60.0,signal jump,0,2,clear
1073,Tambaram,2024-04-26 00:00:00,15:33,Auto,120.0,Over Speed,3,3,
1040,Chromepet,2023-11-15 00:00:00,24:0,Bus,30.0,,5,3,RAINY
1043,,2022-03-16 00:00:00,13:58,Truck,120.0,signal jump,3,0,Clear
1090,OMR,2022-05-30 00:00:00,20:3,,30.0,Drunk Driving,1,0,Rainy
1071,,2023-04-11 00:00:00,6:2, truck,120.0,overspeed,1,1,Clear
1008,Porur,2022-11-15 00:00:00,2:37,AUTO,17.0,Drunk Driving,2,1,Cloudy
1085,,2022-05-12 00:00:00,19:48,AUTO,30.0,Over Speed,4,3,
1072,Velachery,,22:32,CAR,45.0,Distracted Driving,0,2,RAINY
1028,Adyar,2023-06-02 00:00:00,16:7,CAR,17.0,Distracted Driving,2,1,Rainy
1030,   Anna Nagar,2022-08-19 00:00:00,9:30,Truck,45.0,Signal Jump,0,3,Clear
1089,OMR,2022-12-11 00:00:00,,Auto,22.0,overspeed,-1,3,Cloudy
1025,,2022-06-23 00:00:00,4:56,Truck,120.0,Distracted Driving,2,3,
1078,Tambaram,2022-05-09 00:00:00,5:18,AUTO,60.0,Wrong Turn,1,1,Rainy
1081,OMR,2024-02-19 00:00:00,22:15,Auto,120.0,overspeed,5,2,RAINY
1085,OMR,2024-02-01 00:00:00,3:2,Bike,30.0,overspeed,0,3,RAINY
1062,Perungudi,2024-05-02 00:00:00,16:13,Car,22.0,signal jump,-1,0,RAINY
1013,Perungudi,2023-10-22 00:00:00,,Car,30.0,Wrong Turn,3,2,Rainy
1041,VELACHERY,2024-03-19 00:00:00,7:54,Bus,30.0,Drunk Driving,4,0,clear
1033,OMR,2023-03-29 00:00:00,,AUTO,22.0,,2,0,
1004,Guindy,05-12-2023,2:3,bike,15.0,Drunk Driving,-1,3,
1087,VELACHERY,2022-05-30 00:00:00,12:62,Bus,,,4,2,
1094,t nagar,,9:38,Auto,60.0,Drunk Driving,1,1,
1028,Velachery,2022-08-08 00:00:00,10:26,,120.0,,4,2,clear
1039,guindy,2023-10-02 00:00:00,0:34,Auto,15.0,overspeed,4,2,
1091,Chromepet,2022-05-18 00:00:00,18:9,Truck,60.0,Distracted Driving,2,-1,
1009,,2022-03-12 00:00:00,3:10,,45.0,Distracted Driving,3,0,Cloudy
1007,Tambaram,2023-04-05 00:00:00,4:51,,15.0,Distracted Driving,4,0,Rainy
1022,,06-01-2023,25:67, truck,45.0,Wrong Turn,3,2,
1032,t nagar,2022-08-31 00:00:00,10:31,Auto,,Wrong Turn,-1,1,
1003,guindy,,23:13,Bus,17.0,,4,-1,
1009,Chromepet,2023-10-26 00:00:00,18:66,Auto,22.0,,5,3,clear
1052,Chromepet,2022-05-26 00:00:00,0:5, truck,,Over Speed,-1,3,clear
1076,Guindy,2024-02-03 00:00:00,,Bus,60.0,,0,2,Clear
1068,t nagar,2023-03-21 00:00:00,,Car,120.0,Over Speed,0,1,Cloudy
1030,guindy,31-05-2023,12:38, truck,15.0,signal jump,3,2,
1070,,2023-11-04 00:00:00,6:23,AUTO,60.0,overspeed,1,3,Clear
1074,,2023-07-16 00:00:00,4:25,Truck,17.0,,3,2,Clear
1030,t nagar,,4:31, truck,15.0,overspeed,2,-1,Cloudy
1009,Chromepet,2022-10-12 00:00:00,3:12,Bike,15.0,Drunk Driving,3,1,clear
1002,Anna Nagar,2023-11-12 00:00:00,22:12,AUTO,22.0,Drunk Driving,0,1,clear
1065,Perungudi,2022-08-18 00:00:00,, truck,30.0,overspeed,5,0,
1013,,2022-05-13 00:00:00,1:22,Truck,15.0,,4,2,clear
1075,Velachery,02-03-2024,1:10,CAR,60.0,Drunk Driving,-1,2,
1052,T Nagar,2022-05-22 00:00:00,,bus ,120.0,Distracted Driving,2,1,
1005,,2024-06-09 00:00:00,18:46,bus ,,Signal Jump,1,0,
1093,Chromepet,2022-07-16 00:00:00,,,120.0,Signal Jump,-1,1,RAINY
1084,Tambaram,2023-07-12 00:00:00,18:7, truck,45.0,,4,0,
1048,Chromepet,2023-06-23 00:00:00,0:46,bus ,45.0,Distracted Driving,0,-1,RAINY
1062,Tambaram,,18:40,bus ,30.0,Wrong Turn,2,1,Cloudy
1042,Chromepet,2022-04-27 00:00:00,,,45.0,Over Speed,-1,3,clear
1034,Guindy,2023-10-12 00:00:00,14:17,Truck,17.0,overspeed,1,3,Rainy
1040,Anna Nagar,2023-11-16 00:00:00,22:36,bike,,Over Speed,4,0,
1046,Anna Nagar,2023-10-15 00:00:00,2:33,Bus,120.0,overspeed,-1,0,Cloudy
1032,Tambaram,22-01-2024,, truck,17.0,signal jump,3,3,clear
1094,,2023-09-03 00:00:00,0:65,,22.0,,4,2,
1086,Porur,2024-02-23 00:00:00,11:18,bus ,30.0,Drunk Driving,4,0,clear
1058,Velachery,2024-01-23 00:00:00,1:9,,,overspeed,-1,1,Clear
1069,Chromepet,2022-06-20 00:00:00,22:57,Truck,22.0,signal jump,-1,3,
1045,Perungudi,2022-11-05 00:00:00,14:1, truck,120.0,Over Speed,-1,2,clear
1018,   Anna Nagar,2024-03-06 00:00:00,19:48,Truck,30.0,,-1,1,Cloudy
1050,Velachery,2022-05-05 00:00:00,1:61,,,Over Speed,-1,-1,Rainy
1044,Adyar,2022-09-07 00:00:00,2:58,bike,120.0,signal jump,0,3,Rainy
1001,Perungudi,2023-09-29 00:00:00,21:23, truck,120.0,Drunk Driving,3,3,Clear
1063,   Anna Nagar,2024-01-26 00:00:00,5:25,Auto,17.0,signal jump,1,2,RAINY
1077,Adyar,2022-08-26 00:00:00,19:46,Car,45.0,Signal Jump,5,1,Cloudy
1018,Adyar,2022-11-21 00:00:00,19:51,,,,4,1,Rainy
1027,Porur,,19:67,AUTO,60.0,Wrong Turn,4,0,Clear
1083,Perungudi,,15:28,CAR,30.0,Drunk Driving,0,1,RAINY
1037,,2023-09-06 00:00:00,16:64,Auto,30.0,,3,2,
1071,Perungudi,2022-07-18 00:00:00,10:56,CAR,30.0,Signal Jump,1,3,
1088,Velachery,2022-10-17 00:00:00,,Car,45.0,overspeed,5,2,Rainy
1015,Chromepet,2023-07-05 00:00:00,,CAR,45.0,Signal Jump,-1,0,clear
1055,Perungudi,2023-07-28 00:00:00,,bus ,,,1,1,RAINY
1006,Velachery,,,bike,,,-1,1,Clear
1044,Porur,2022-12-26 00:00:00,25:13,Bus,45.0,,2,1,
1009,T Nagar,2023-04-11 00:00:00,18:17, truck,45.0,Distracted Driving,4,0,
1050,   Anna Nagar,2023-04-25 00:00:00,4:47,,15.0,Drunk Driving,-1,2,Rainy
1000,Guindy,2022-01-27 00:00:00,11:47,Bike,17.0,Wrong Turn,1,0,Cloudy
1044,t nagar,2022-03-17 00:00:00,23:38,Bike,120.0,Wrong Turn,4,2,
1068,VELACHERY,2022-01-12 00:00:00,,Truck,120.0,,1,3,Cloudy
1014,Guindy,2023-05-17 00:00:00,9:52,,22.0,Drunk Driving,-1,-1,Cloudy
1004,Porur,2022-04-11 00:00:00,13:60,AUTO,120.0,,2,2,Cloudy
1006,OMR,2023-11-29 00:00:00,15:29,,17.0,,2,0,RAINY
1042,Adyar,2024-05-13 00:00:00,11:54,Truck,22.0,signal jump,2,3,Cloudy
1073,Chromepet,2024-01-26 00:00:00,16:42,Car,120.0,Drunk Driving,3,2,
1044,guindy,26-02-2023,18:0,Car,15.0,Drunk Driving,3,2,
1090,Velachery,2023-08-23 00:00:00,5:53, truck,15.0,,0,3,Clear
1038,VELACHERY,2023-09-28 00:00:00,23:8,,22.0,Distracted Driving,-1,-1,Cloudy
1020,Chromepet,2023-06-22 00:00:00,,bus ,22.0,Signal Jump,4,3,Rainy
1009,Velachery,2022-08-12 00:00:00,23:34,Auto,120.0,Signal Jump,-1,-1,Cloudy
1040,Velachery,,,Auto,17.0,,2,0,
1016,Velachery,2023-09-01 00:00:00,8:22,CAR,45.0,Signal Jump,5,0,RAINY
1075,,15-01-2024,4:47,Truck,120.0,Wrong Turn,1,-1,Clear
1039,Guindy,2024-05-09 00:00:00,12:17,AUTO,30.0,,2,3,
1058,Adyar,11-11-2022,21:59,Bike,120.0,overspeed,5,-1,Clear
1081,VELACHERY,,12:18,,30.0,Signal Jump,0,3,
1039,Velachery,01-01-2023,,AUTO,22.0,Signal Jump,2,3,clear
1049,OMR,2023-12-22 00:00:00,14:38,Bike,17.0,Over Speed,3,0,RAINY
1097,,09-04-2023,0:57,,,,2,2,RAINY
1011,Guindy,2022-08-16 00:00:00,6:22,CAR,22.0,,0,1,
1078,Adyar,2023-12-11 00:00:00,,Bus,15.0,Wrong Turn,0,3,Cloudy
1079,,2022-01-29 00:00:00,0:37,,60.0,Over Speed,5,2,
1021,VELACHERY,2022-04-09 00:00:00,,Auto,60.0,Drunk Driving,2,1,Cloudy
1069,OMR,07-08-2023,24:15,,17.0,Over Speed,5,1,clear
1048,Perungudi,,11:59,Bus,,Drunk Driving,4,2,RAINY
1060,Porur,2023-10-25 00:00:00,22:12,,30.0,signal jump,2,1,clear
1058,,2024-04-19 00:00:00,10:8,Truck,120.0,Signal Jump,3,2,
1013,Tambaram,,23:40,Bus,17.0,,3,3,clear
1003,Perungudi,2022-09-12 00:00:00,12:38,Car,120.0,Drunk Driving,5,-1,Clear
1031,VELACHERY,2023-11-30 00:00:00,18:34,AUTO,17.0,,2,-1,Rainy
1076,   Anna Nagar,2023-06-20 00:00:00,24:69,,30.0,signal jump,0,-1,
1087,,2023-06-09 00:00:00,11:66,Car,,Wrong Turn,2,2,RAINY
1017,Tambaram,,18:44,,120.0,Drunk Driving,-1,3,clear
1029,OMR,2023-05-13 00:00:00,25:2,Bus,30.0,Wrong Turn,1,-1,
1069,,2024-06-12 00:00:00,18:53,Bike,60.0,Signal Jump,4,1,Clear
1050,Guindy,2023-06-22 00:00:00,21:25,AUTO,30.0,,5,2,Cloudy
1051,T Nagar,2022-11-15 00:00:00,4:53,,30.0,Wrong Turn,3,2,RAINY
1020,Chromepet,2023-02-26 00:00:00,23:56,bus ,15.0,Drunk Driving,1,2,clear
1005,Tambaram,2022-07-28 00:00:00,18:70,bus ,60.0,Distracted Driving,0,1,Rainy
1070,Tambaram,2024-03-13 00:00:00,1:34,Truck,22.0,Distracted Driving,3,1,Clear
1061,,2022-08-19 00:00:00,16:5,AUTO,15.0,Distracted Driving,3,1,clear
1016,T Nagar,2023-07-16 00:00:00,24:51,Car,45.0,overspeed,0,2,
1074,,2022-03-15 00:00:00,12:3,Truck,22.0,signal jump,3,0,
1004,Anna Nagar,2023-11-12 00:00:00,22:64,Truck,45.0,,3,1,
1022,Guindy,,13:2,Auto,45.0,,0,2,Rainy
1019,Tambaram,2022-06-19 00:00:00,14:6,AUTO,,Signal Jump,0,-1,Rainy
1085,Porur,,9:55,CAR,45.0,Wrong Turn,5,0,Clear
1073,   Anna Nagar,18-10-2022,22:37,,17.0,,5,1,Rainy
1035,VELACHERY,16-01-2023,,Truck,45.0,,3,3,clear
1035,Porur,2023-11-24 00:00:00,,Truck,,Signal Jump,2,2,RAINY
1011,Anna Nagar,2024-04-09 00:00:00,24:58,Truck,17.0,,3,3,
1041,Chromepet,09-07-2023,,Auto,60.0,Signal Jump,-1,1,RAINY
1054,Anna Nagar,2022-03-21 00:00:00,6:62,CAR,120.0,signal jump,0,2,
1082,Perungudi,2023-04-07 00:00:00,3:39,Bike,22.0,Drunk Driving,-1,3,Rainy
1019,VELACHERY,2022-08-01 00:00:00,5:8, truck,30.0,Over Speed,3,2,RAINY
1041,,2023-04-08 00:00:00,23:54, truck,22.0,Wrong Turn,1,0,
1081,Velachery,2022-07-12 00:00:00,2:46, truck,17.0,Wrong Turn,5,0,Clear
1061,T Nagar,2024-03-17 00:00:00,22:14,bus ,30.0,Drunk Driving,-1,2,RAINY
1010,,20-06-2023,22:19,bus ,30.0,Signal Jump,2,2,RAINY
1036,Anna Nagar,2022-12-13 00:00:00,24:66,Bus,60.0,overspeed,3,-1,Cloudy
1000,Adyar,2022-10-05 00:00:00,,,30.0,overspeed,0,0,
1030,Chromepet,2023-04-29 00:00:00,23:43,bike,17.0,Over Speed,3,-1,Cloudy
1062,guindy,2023-07-05 00:00:00,3:40,Bus,22.0,Over Speed,1,0,
1085,t nagar,2023-01-17 00:00:00,1:39,,120.0,Distracted Driving,2,3,clear
1032,t nagar,2022-01-12 00:00:00,25:5, truck,60.0,Drunk Driving,2,2,Rainy
1081,T Nagar,2023-07-12 00:00:00,,AUTO,17.0,Distracted Driving,0,3,Clear
1013,   Anna Nagar,2024-01-09 00:00:00,6:4,,60.0,,-1,-1,clear
1067,   Anna Nagar,18-03-2024,5:35,bike,,Drunk Driving,3,1,
1031,Porur,2023-10-07 00:00:00,6:13,Auto,60.0,,4,1,Clear
1032,T Nagar,2022-08-04 00:00:00,,Truck,60.0,Wrong Turn,2,-1,
1096,Perungudi,2023-02-08 00:00:00,4:69,,22.0,Wrong Turn,3,1,
1038,Adyar,2023-02-03 00:00:00,5:31,Truck,60.0,Over Speed,4,3,
1037,OMR,2022-03-11 00:00:00,5:46,AUTO,22.0,,1,0,Cloudy
1079,Guindy,2023-11-15 00:00:00,11:9, truck,17.0,signal jump,3,3,Cloudy
1059,OMR,,3:13,AUTO,17.0,Distracted Driving,5,-1,Rainy
1020,guindy,2023-05-08 00:00:00,17:2,bus ,15.0,signal jump,-1,-1,RAINY
1031,guindy,2023-08-13 00:00:00,12:56,Bus,17.0,Drunk Driving,-1,1,RAINY
1089,Tambaram,2022-09-01 00:00:00,3:54,AUTO,,Over Speed,1,0,clear
1000,,2022-12-11 00:00:00,13:45, truck,15.0,overspeed,2,3,
1096,Guindy,2022-05-11 00:00:00,14:18,,,,0,-1,Rainy
1025,VELACHERY,12-06-2022,5:39,Bike,120.0,signal jump,3,1,RAINY
1063,VELACHERY,2022-06-16 00:00:00,,AUTO,120.0,,1,0,
1059,   Anna Nagar,2022-04-13 00:00:00,13:1,bike,,Over Speed,1,1,Rainy
1002,   Anna Nagar,2023-12-02 00:00:00,6:25,AUTO,15.0,signal jump,5,2,
1030,,2022-02-02 00:00:00,,,22.0,Distracted Driving,-1,3,Cloudy
1017,VELACHERY,2023-09-23 00:00:00,,Bus,,signal jump,5,1,RAINY
1059,guindy,2022-12-29 00:00:00,2:7,AUTO,15.0,,5,0,clear
1070,guindy,2022-12-01 00:00:00,20:19,bike,15.0,Signal Jump,5,3,
1063,Anna Nagar,,0:3,Auto,17.0,Distracted Driving,0,-1,Clear
1086,Tambaram,2023-04-27 00:00:00,23:52,bus ,,Over Speed,0,1,
